ECO_ID,SpeciesNumber,BiomeType,GF_H,GF_W,LC_A,LC_P,PH_D,PH_E,RS_F,RS_T,PT_M,PT_U,LS_C,LS_S,LM_E,LM_L,LV_P,LV_R,SS_B,SS_U,IF_D,IF_I,OP_E,OP_H,FS_A,FS_Z,PF_C,PF_S,FT_D,FT_F,FD_D,FD_I
10123,677.1333333,Trop/Subtrop Forests,0.279596977,0.720403023,0.04993598,0.95006402,0.143181818,0.856818182,0.68627451,0.31372549,0.284031414,0.715968586,0.16084788,0.83915212,0.71780303,0.28219697,0.174326466,0.825673534,0.628172589,0.371827411,0.416781293,0.583218707,0.271683673,0.728316327,0.755555556,0.244444444,0.596368715,0.403631285,0.479434447,0.520565553,0.360419397,0.639580603
10124,744.1333333,Trop/Subtrop Forests,0.3728223,0.6271777,0.024249423,0.975750577,0.103542234,0.896457766,0.897058824,0.102941176,0.269916766,0.730083234,0.112866817,0.887133183,0.712374582,0.287625418,0.337159254,0.662840746,0.708571429,0.291428571,0.342039801,0.657960199,0.422764228,0.577235772,0.636465324,0.363534676,0.563882064,0.436117936,0.544405998,0.455594002,0.436848204,0.563151796
10126,680,Trop/Subtrop Forests,0.376574307,0.623425693,0.056356488,0.943643512,0.177377892,0.822622108,0.752475248,0.247524752,0.289405685,0.710594315,0.140328698,0.859671302,0.673796791,0.326203209,0.278877888,0.721122112,0.678980892,0.321019108,0.399470899,0.600529101,0.337106918,0.662893082,0.709756098,0.290243902,0.611420613,0.388579387,0.600770218,0.399229782,0.404947917,0.595052083
10128,609.6,Trop/Subtrop Forests,0.224184783,0.775815217,0.011173184,0.988826816,0.078125,0.921875,0.846153846,0.153846154,0.225071225,0.774928775,0.197278912,0.802721088,0.751072961,0.248927039,0.244036697,0.755963303,0.593619972,0.406380028,0.384493671,0.615506329,0.279202279,0.720797721,0.755376344,0.244623656,0.662939297,0.337060703,0.548991354,0.451008646,0.447024673,0.552975327
10201,272.5333333,Trop/Subtrop Forests,0.393081761,0.606918239,0.086378738,0.913621262,0.216049383,0.783950617,0.820512821,0.179487179,0.24437299,0.75562701,0.178125,0.821875,0.622807018,0.377192982,0.172,0.828,0.611987382,0.388012618,0.450847458,0.549152542,0.220447284,0.779552716,0.686520376,0.313479624,0.682432432,0.317567568,0.603225806,0.396774194,0.485436893,0.514563107
10202,717.4666667,Trop/Subtrop Forests,0.249712313,0.750287687,0.047272727,0.952727273,0.151832461,0.848167539,0.726190476,0.273809524,0.291044776,0.708955224,0.135491607,0.864508393,0.793040293,0.206959707,0.205882353,0.794117647,0.721822542,0.278177458,0.514742015,0.485257985,0.241339492,0.758660508,0.77508269,0.22491731,0.600765306,0.399234694,0.578419072,0.421580928,0.37012987,0.62987013
10204,293.3333333,Trop/Subtrop Forests,0.557522124,0.442477876,0.186335404,0.813664596,0.258823529,0.741176471,0.630769231,0.369230769,0.239393939,0.760606061,0.192878338,0.807121662,0.591666667,0.408333333,0.255555556,0.744444444,0.704142012,0.295857988,0.395061728,0.604938272,0.182352941,0.817647059,0.647761194,0.352238806,0.640625,0.359375,0.771513353,0.228486647,0.465465465,0.534534535
10401,168.9333333,Temp Forests,0.786729858,0.213270142,0.126315789,0.873684211,0.28358209,0.71641791,0.4875,0.5125,0.171052632,0.828947368,0.074257426,0.925742574,0.535087719,0.464912281,0.492307692,0.507692308,0.731343284,0.268656716,0.28358209,0.71641791,0.419191919,0.580808081,0.802955665,0.197044335,0.59798995,0.40201005,0.881443299,0.118556701,0.447916667,0.552083333
10402,5674.2,Temp Forests,0.501851852,0.498148148,0.115272448,0.884727552,0.220643939,0.779356061,0.568412162,0.431587838,0.198231653,0.801768347,0.126841485,0.873158515,0.658969805,0.341030195,0.404192299,0.595807701,0.82244836,0.17755164,0.292039494,0.707960506,0.321360504,0.678639496,0.624441562,0.375558438,0.62910368,0.37089632,0.830861423,0.169138577,0.526159613,0.473840387
10403,428.0666667,Temp Forests,0.729349736,0.270650264,0.035785288,0.964214712,0.169811321,0.830188679,0.700854701,0.299145299,0.250737463,0.749262537,0.054,0.946,0.682795699,0.317204301,0.585443038,0.414556962,0.745182013,0.254817987,0.243727599,0.756272401,0.455035971,0.544964029,0.799313894,0.200686106,0.546448087,0.453551913,0.918287938,0.081712062,0.431683168,0.568316832
10404,933.2666667,Temp Forests,0.751918159,0.248081841,0.085606773,0.914393227,0.245333333,0.754666667,0.526785714,0.473214286,0.229647631,0.770352369,0.063520871,0.936479129,0.643678161,0.356321839,0.54368932,0.45631068,0.774621212,0.225378788,0.26173913,0.73826087,0.396031061,0.603968939,0.766722408,0.233277592,0.562280702,0.437719298,0.8955495,0.1044505,0.452865065,0.547134935
10405,2163.933333,Temp Forests,0.626150307,0.373849693,0.126277074,0.873722926,0.401337793,0.598662207,0.45308311,0.54691689,0.210729821,0.789270179,0.114443567,0.885556433,0.535308953,0.464691047,0.408746356,0.591253644,0.763917107,0.236082893,0.278747026,0.721252974,0.351614158,0.648385842,0.722265023,0.277734977,0.601239669,0.398760331,0.85081771,0.14918229,0.455864571,0.544135429
10406,1923.066667,Temp Forests,0.623749456,0.376250544,0.15503876,0.84496124,0.377272727,0.622727273,0.422727273,0.577272727,0.228014745,0.771985255,0.127096205,0.872903795,0.527871054,0.472128946,0.398384926,0.601615074,0.77782826,0.22217174,0.298405467,0.701594533,0.32296757,0.67703243,0.718777293,0.281222707,0.586271744,0.413728256,0.829268293,0.170731707,0.453125,0.546875
10407,313.2666667,Temp Forests,0.728426396,0.271573604,0.046070461,0.953929539,0.195121951,0.804878049,0.60483871,0.39516129,0.237410072,0.762589928,0.0626703,0.9373297,0.619318182,0.380681818,0.510460251,0.489539749,0.734870317,0.265129683,0.280205656,0.719794344,0.474358974,0.525641026,0.778054863,0.221945137,0.59375,0.40625,0.872576177,0.127423823,0.420168067,0.579831933
10408,1075.933333,Temp Forests,0.71957672,0.28042328,0.160392799,0.839607201,0.349900596,0.650099404,0.403301887,0.596698113,0.220061412,0.779938588,0.109250399,0.890749601,0.520289855,0.479710145,0.476658477,0.523341523,0.77978636,0.22021364,0.280525502,0.719474498,0.36121673,0.63878327,0.734386757,0.265613243,0.586342229,0.413657771,0.876777251,0.123222749,0.443815683,0.556184317
10409,4307.333333,Temp Forests,0.595662562,0.404337438,0.135200484,0.864799516,0.268939394,0.731060606,0.473938224,0.526061776,0.160913952,0.839086048,0.093902201,0.906097799,0.646548734,0.353451266,0.499048223,0.500951777,0.848710717,0.151289283,0.255140747,0.744859253,0.369133918,0.630866082,0.596428571,0.403571429,0.636398913,0.363601087,0.897907788,0.102092212,0.552284264,0.447715736
10410,524.9333333,Temp Forests,0.698027314,0.301972686,0.109120521,0.890879479,0.312030075,0.687969925,0.410958904,0.589041096,0.274678112,0.725321888,0.085899514,0.914100486,0.510769231,0.489230769,0.438961039,0.561038961,0.787564767,0.212435233,0.297297297,0.702702703,0.411302983,0.588697017,0.770739065,0.229260935,0.578947368,0.421052632,0.861666667,0.138333333,0.443877551,0.556122449
10411,1441.533333,Temp Forests,0.747637576,0.252362424,0.182783019,0.817216981,0.333892617,0.666107383,0.419413919,0.580586081,0.16121673,0.83878327,0.098837209,0.901162791,0.574267782,0.425732218,0.565464896,0.434535104,0.829034193,0.170965807,0.240535818,0.759464182,0.341965862,0.658034138,0.639297848,0.360702152,0.63960852,0.36039148,0.933333333,0.066666667,0.494832827,0.505167173
10412,1340.266667,Temp Forests,0.722090261,0.277909739,0.151724138,0.848275862,0.243902439,0.756097561,0.473799127,0.526200873,0.156831043,0.843168957,0.088861076,0.911138924,0.639455782,0.360544218,0.589566929,0.410433071,0.834957765,0.165042235,0.249375,0.750625,0.367794486,0.632205514,0.614501511,0.385498489,0.647530864,0.352469136,0.931056293,0.068943707,0.525165563,0.474834437
10413,1277.933333,Temp Forests,0.720323182,0.279676818,0.132585752,0.867414248,0.281663516,0.718336484,0.485915493,0.514084507,0.156697557,0.843302443,0.089425587,0.910574413,0.630662021,0.369337979,0.595876289,0.404123711,0.822613406,0.177386594,0.232435982,0.767564018,0.378360215,0.621639785,0.622867972,0.377132028,0.634114583,0.365885417,0.935333333,0.064666667,0.527932961,0.472067039
10414,421.2666667,Temp Forests,0.683823529,0.316176471,0.047619048,0.952380952,0.256544503,0.743455497,0.684210526,0.315789474,0.253333333,0.746666667,0.055226824,0.944773176,0.626126126,0.373873874,0.549079755,0.450920245,0.742980562,0.257019438,0.279693487,0.720306513,0.427466151,0.572533849,0.773722628,0.226277372,0.593625498,0.406374502,0.853556485,0.146443515,0.416666667,0.583333333
10701,2114.466667,Grasslands,0.595645412,0.404354588,0.222573363,0.777426637,0.252512563,0.747487437,0.803532009,0.196467991,0.233811386,0.766188614,0.144418423,0.855581577,0.706010138,0.293989862,0.390026247,0.609973753,0.816302187,0.183697813,0.339754098,0.660245902,0.214785992,0.785214008,0.621684867,0.378315133,0.664777328,0.335222672,0.812623274,0.187376726,0.482772765,0.517227235
10702,2759.466667,Grasslands,0.535043245,0.464956755,0.156513286,0.843486714,0.228386167,0.771613833,0.654867257,0.345132743,0.192699193,0.807300807,0.129307716,0.870692284,0.669790518,0.330209482,0.391494958,0.608505042,0.806881587,0.193118413,0.29687006,0.70312994,0.262563188,0.737436812,0.627118644,0.372881356,0.645352464,0.354647536,0.819010021,0.180989979,0.472652545,0.527347455
10703,2122.133333,Grasslands,0.494413408,0.505586592,0.139130435,0.860869565,0.203921569,0.796078431,0.851758794,0.148241206,0.245404019,0.754595981,0.145346535,0.854653465,0.736807818,0.263192182,0.354166667,0.645833333,0.759371221,0.240628779,0.356164384,0.643835616,0.259581193,0.740418807,0.659153816,0.340846184,0.667927701,0.332072299,0.73603857,0.26396143,0.466364012,0.533635988
10704,1514.6,Grasslands,0.634119583,0.365880417,0.249199231,0.750800769,0.271758437,0.728241563,0.810650888,0.189349112,0.178378378,0.821621622,0.128021978,0.871978022,0.695329087,0.304670913,0.451589595,0.548410405,0.828555368,0.171444632,0.301020408,0.698979592,0.19534632,0.80465368,0.58985667,0.41014333,0.68940248,0.31059752,0.859459459,0.140540541,0.475473802,0.524526198
10705,2439.2,Grasslands,0.484444444,0.515555556,0.134881978,0.865118022,0.199369582,0.800630418,0.752913753,0.247086247,0.227168074,0.772831926,0.146684988,0.853315012,0.714533874,0.285466126,0.352014822,0.647985178,0.788016819,0.211983181,0.320494186,0.679505814,0.252307692,0.747692308,0.654434251,0.345565749,0.660007265,0.339992735,0.754854369,0.245145631,0.470165349,0.529834651
10706,2154.2,Grasslands,0.595647194,0.404352806,0.229185727,0.770814273,0.293963255,0.706036745,0.754060325,0.245939675,0.196617336,0.803382664,0.146630934,0.853369066,0.669308357,0.330691643,0.385015609,0.614984391,0.822524272,0.177475728,0.32300885,0.67699115,0.196286472,0.803713528,0.589831804,0.410168196,0.6729634,0.3270366,0.8420653,0.1579347,0.505715412,0.494284588
10707,1373.733333,Grasslands,0.621248499,0.378751501,0.210889042,0.789110958,0.249534451,0.750465549,0.669117647,0.330882353,0.157342657,0.842657343,0.120072771,0.879927229,0.685610641,0.314389359,0.455729167,0.544270833,0.827858881,0.172141119,0.291147132,0.708852868,0.22974537,0.77025463,0.577738516,0.422261484,0.651533742,0.348466258,0.881135423,0.118864577,0.473878304,0.526121696
10708,308.7333333,Grasslands,0.514986376,0.485013624,0.193548387,0.806451613,0.138888889,0.861111111,0.984375,0.015625,0.222560976,0.777439024,0.10326087,0.89673913,0.735294118,0.264705882,0.401360544,0.598639456,0.752840909,0.247159091,0.306818182,0.693181818,0.255434783,0.744565217,0.654696133,0.345303867,0.736070381,0.263929619,0.747222222,0.252777778,0.38,0.62
10709,1061.2,Grasslands,0.600624025,0.399375975,0.236263736,0.763736264,0.287469287,0.712530713,0.743718593,0.256281407,0.172265289,0.827734711,0.141185647,0.858814353,0.676783005,0.323216995,0.435058078,0.564941922,0.818685669,0.181314331,0.288149351,0.711850649,0.191097467,0.808902533,0.573564123,0.426435877,0.679518072,0.320481928,0.866359447,0.133640553,0.497250589,0.502749411
10801,1818.333333,Grasslands,0.714866697,0.285133303,0.159803922,0.840196078,0.450610433,0.549389567,0.356643357,0.643356643,0.21393643,0.78606357,0.124461465,0.875538535,0.496753247,0.503246753,0.429871114,0.570128886,0.792953668,0.207046332,0.273732719,0.726267281,0.333483958,0.666516042,0.744728578,0.255271422,0.604737575,0.395262425,0.879963066,0.120036934,0.442407146,0.557592854
10802,965.6,Grasslands,0.678747941,0.321252059,0.263011152,0.736988848,0.25,0.75,0.535714286,0.464285714,0.158008658,0.841991342,0.08616188,0.91383812,0.659284497,0.340715503,0.47041847,0.52958153,0.810329475,0.189670525,0.276895944,0.723104056,0.309562399,0.690437601,0.627146361,0.372853639,0.589041096,0.410958904,0.894736842,0.105263158,0.425974026,0.574025974
10803,2470.066667,Grasslands,0.657371795,0.342628205,0.225590412,0.774409588,0.301357466,0.698642534,0.452418097,0.547581903,0.159542954,0.840457046,0.100817439,0.899182561,0.626769627,0.373230373,0.471866295,0.528133705,0.824187347,0.175812653,0.262078554,0.737921446,0.318850049,0.681149951,0.618641287,0.381358713,0.623565159,0.376434841,0.894281915,0.105718085,0.483009709,0.516990291
11001,1062.6,Grasslands,0.694606414,0.305393586,0.112980769,0.887019231,0.254950495,0.745049505,0.433121019,0.566878981,0.181818182,0.818181818,0.082997583,0.917002417,0.596358118,0.403641882,0.546174142,0.453825858,0.845648604,0.154351396,0.244131455,0.755868545,0.400304414,0.599695586,0.618154539,0.381845461,0.605580694,0.394419306,0.941176471,0.058823529,0.504410585,0.495589415
11002,802.4666667,Grasslands,0.543455497,0.456544503,0.053899083,0.946100917,0.216450216,0.783549784,0.807692308,0.192307692,0.224489796,0.775510204,0.062966916,0.937033084,0.645907473,0.354092527,0.446175637,0.553824363,0.766990291,0.233009709,0.302083333,0.697916667,0.440968718,0.559031282,0.705550329,0.294449671,0.575819672,0.424180328,0.728706625,0.271293375,0.413043478,0.586956522
11003,1064.266667,Grasslands,0.753333333,0.246666667,0.093617021,0.906382979,0.291457286,0.708542714,0.469333333,0.530666667,0.223760092,0.776239908,0.084219133,0.915780867,0.550831793,0.449168207,0.536523929,0.463476071,0.779264214,0.220735786,0.23624358,0.76375642,0.391654466,0.608345534,0.771489971,0.228510029,0.558867362,0.441132638,0.910769231,0.089230769,0.441314554,0.558685446
11101,127.8,Tundra,0.895705521,0.104294479,0.075862069,0.924137931,0.129032258,0.870967742,0.456140351,0.543859649,0.163461538,0.836538462,0.048611111,0.951388889,0.762711864,0.237288136,0.680851064,0.319148936,0.77027027,0.22972973,0.262195122,0.737804878,0.409937888,0.590062112,0.732142857,0.267857143,0.662576687,0.337423313,0.974683544,0.025316456,0.455696203,0.544303797
11201,1140.4,Mediterranean Scrub,0.391247551,0.608752449,0.173106646,0.826893354,0.125461255,0.874538745,0.518518519,0.481481481,0.166324435,0.833675565,0.047142857,0.952857143,0.80141844,0.19858156,0.330287206,0.669712794,0.900145773,0.099854227,0.268049155,0.731950845,0.397278912,0.602721088,0.579947575,0.420052425,0.541052632,0.458947368,0.889842632,0.110157368,0.593194122,0.406805878
11202,2563.066667,Mediterranean Scrub,0.363396005,0.636603995,0.092372288,0.907627712,0.109225092,0.890774908,0.684782609,0.315217391,0.121450415,0.878549585,0.044957852,0.955042148,0.788617886,0.211382114,0.358664364,0.641335636,0.903655514,0.096344486,0.245327103,0.754672897,0.396280859,0.603719141,0.555523,0.444477,0.597774245,0.402225755,0.899608866,0.100391134,0.674165457,0.325834543
11203,1281.8,Mediterranean Scrub,0.658297612,0.341702388,0.259810555,0.740189445,0.325095057,0.674904943,0.396969697,0.603030303,0.133784928,0.866215072,0.07083065,0.92916935,0.663885578,0.336114422,0.485869565,0.514130435,0.840648211,0.159351789,0.263228399,0.736771601,0.361862807,0.638137193,0.606587943,0.393412057,0.616517286,0.383482714,0.900321543,0.099678457,0.50879567,0.49120433
11204,1262.266667,Mediterranean Scrub,0.595051298,0.404948702,0.120689655,0.879310345,0.213051823,0.786948177,0.618110236,0.381889764,0.122331691,0.877668309,0.068571429,0.931428571,0.725316456,0.274683544,0.519002375,0.480997625,0.85968254,0.14031746,0.224010731,0.775989269,0.391012743,0.608987257,0.557856273,0.442143727,0.662729659,0.337270341,0.908023483,0.091976517,0.639679066,0.360320934
11205,1911.266667,Mediterranean Scrub,0.566343042,0.433656958,0.160259379,0.839740621,0.220447284,0.779552716,0.585365854,0.414634146,0.111419069,0.888580931,0.071669477,0.928330523,0.700499168,0.299500832,0.483944954,0.516055046,0.859521776,0.140478224,0.223011995,0.776988005,0.361333333,0.638666667,0.58677011,0.41322989,0.633068081,0.366931919,0.897058824,0.102941176,0.600374357,0.399625643
11206,2066,Mediterranean Scrub,0.667830811,0.332169189,0.208211144,0.791788856,0.353255069,0.646744931,0.412251656,0.587748344,0.161503301,0.838496699,0.095199677,0.904800323,0.620305981,0.379694019,0.503272251,0.496727749,0.837871806,0.162128194,0.280233528,0.719766472,0.346370968,0.653629032,0.612277228,0.387722772,0.633739837,0.366260163,0.888616891,0.111383109,0.510126582,0.489873418
11207,1957.733333,Mediterranean Scrub,0.69052379,0.30947621,0.242397532,0.757602468,0.296992481,0.703007519,0.461966605,0.538033395,0.140233723,0.859766277,0.082197615,0.917802385,0.640449438,0.359550562,0.514653324,0.485346676,0.833259424,0.166740576,0.258121159,0.741878841,0.359342916,0.640657084,0.614596146,0.385403854,0.620588235,0.379411765,0.908711963,0.091288037,0.489706527,0.510293473
11208,1462.4,Mediterranean Scrub,0.72899729,0.27100271,0.192579505,0.807420495,0.294532628,0.705467372,0.465631929,0.534368071,0.149600581,0.850399419,0.081864696,0.918135304,0.647715736,0.352284264,0.584990958,0.415009042,0.847928994,0.152071006,0.25,0.75,0.388636364,0.611363636,0.579329609,0.420670391,0.649063032,0.350936968,0.920480549,0.079519451,0.517569982,0.482430018
11209,2985.866667,Mediterranean Scrub,0.386558868,0.613441132,0.123179612,0.876820388,0.127579737,0.872420263,0.618012422,0.381987578,0.128398792,0.871601208,0.050188883,0.949811117,0.774014436,0.225985564,0.372244489,0.627755511,0.90786274,0.09213726,0.25770797,0.74229203,0.380059766,0.619940234,0.56119628,0.43880372,0.602419577,0.397580423,0.871117166,0.128882834,0.612336114,0.387663886
11210,2198.266667,Mediterranean Scrub,0.512093988,0.487906012,0.111876773,0.888123227,0.182251908,0.817748092,0.637362637,0.362637363,0.100631988,0.899368012,0.059614686,0.940385314,0.731264194,0.268735806,0.480519481,0.519480519,0.887681159,0.112318841,0.211493354,0.788506646,0.378090529,0.621909471,0.546395309,0.453604691,0.628740303,0.371259697,0.908511436,0.091488564,0.652574299,0.347425701
11301,654,Deserts & Drylands,0.527186761,0.472813239,0.239831697,0.760168303,0.220532319,0.779467681,0.477777778,0.522222222,0.173553719,0.826446281,0.095298602,0.904701398,0.736842105,0.263157895,0.338329764,0.661670236,0.84025974,0.15974026,0.302666667,0.697333333,0.325443787,0.674556213,0.619834711,0.380165289,0.551378446,0.448621554,0.852657005,0.147342995,0.462324393,0.537675607
11302,1103.8,Deserts & Drylands,0.621113521,0.378886479,0.257627119,0.742372881,0.282178218,0.717821782,0.564593301,0.435406699,0.159194876,0.840805124,0.108270677,0.891729323,0.664222874,0.335777126,0.438639125,0.561360875,0.843373494,0.156626506,0.29375,0.70625,0.265060241,0.734939759,0.575498575,0.424501425,0.601796407,0.398203593,0.889848812,0.110151188,0.460536398,0.539463602
11304,1153.733333,Deserts & Drylands,0.594031922,0.405968078,0.233305853,0.766694147,0.25729443,0.74270557,0.682051282,0.317948718,0.161777033,0.838222967,0.103374013,0.896625987,0.701881331,0.298118669,0.434435576,0.565564424,0.856227758,0.143772242,0.302013423,0.697986577,0.246258503,0.753741497,0.551229508,0.448770492,0.606891702,0.393108298,0.882312457,0.117687543,0.489423778,0.510576222
11305,779.4666667,Deserts & Drylands,0.484818805,0.515181195,0.201117318,0.798882682,0.150306748,0.849693252,0.592592593,0.407407407,0.164464023,0.835535977,0.055260361,0.944739639,0.738197425,0.261802575,0.375241779,0.624758221,0.856835307,0.143164693,0.286674132,0.713325868,0.378325123,0.621674877,0.584704743,0.415295257,0.499492386,0.500507614,0.870275792,0.129724208,0.481727575,0.518272425
11306,327.9333333,Deserts & Drylands,0.529680365,0.470319635,0.247368421,0.752631579,0.176056338,0.823943662,0.285714286,0.714285714,0.163498099,0.836501901,0.065822785,0.934177215,0.696682464,0.303317536,0.36492891,0.63507109,0.82585752,0.17414248,0.279683377,0.720316623,0.356979405,0.643020595,0.649651972,0.350348028,0.475728155,0.524271845,0.862068966,0.137931034,0.458549223,0.541450777
11307,883.5333333,Deserts & Drylands,0.560469314,0.439530686,0.209641256,0.790358744,0.268551237,0.731448763,0.6,0.4,0.155844156,0.844155844,0.106976744,0.893023256,0.69924812,0.30075188,0.433093525,0.566906475,0.844300278,0.155699722,0.308678501,0.691321499,0.220950704,0.779049296,0.559428061,0.440571939,0.625114574,0.374885426,0.88166215,0.11833785,0.486097795,0.513902205
11308,906.4666667,Deserts & Drylands,0.680385289,0.319614711,0.292089249,0.707910751,0.264150943,0.735849057,0.555555556,0.444444444,0.162442396,0.837557604,0.101010101,0.898989899,0.670068027,0.329931973,0.432766615,0.567233385,0.824413146,0.175586854,0.315247895,0.684752105,0.285591767,0.714408233,0.611979167,0.388020833,0.569724771,0.430275229,0.899480069,0.100519931,0.466117216,0.533882784
11309,1459.866667,Deserts & Drylands,0.665051158,0.334948842,0.266949153,0.733050847,0.292635659,0.707364341,0.451219512,0.548780488,0.16041979,0.83958021,0.088774341,0.911225659,0.664155005,0.335844995,0.450344149,0.549655851,0.831753555,0.168246445,0.289855072,0.710144928,0.338666667,0.661333333,0.632423756,0.367576244,0.571428571,0.428571429,0.89972752,0.10027248,0.460964409,0.539035591
11310,1088.333333,Deserts & Drylands,0.46090535,0.53909465,0.213142376,0.786857624,0.168618267,0.831381733,0.620155039,0.379844961,0.185146444,0.814853556,0.059712774,0.940287226,0.765354331,0.234645669,0.382645804,0.617354196,0.891647856,0.108352144,0.292682927,0.707317073,0.345017182,0.654982818,0.557600545,0.442399455,0.512893983,0.487106017,0.862601029,0.137398971,0.498817967,0.501182033
30101,2228.066667,Trop/Subtrop Forests,0.609399076,0.390600924,0.149855908,0.850144092,0.324438202,0.675561798,0.596899225,0.403100775,0.286963434,0.713036566,0.180485924,0.819514076,0.642089094,0.357910906,0.302358491,0.697641509,0.79386646,0.20613354,0.30139165,0.69860835,0.321883443,0.678116557,0.604526275,0.395473725,0.562280359,0.437719641,0.790228771,0.209771229,0.484161126,0.515838874
30102,3863.933333,Trop/Subtrop Forests,0.310869565,0.689130435,0.050495942,0.949504058,0.201383551,0.798616449,0.788065844,0.211934156,0.344621514,0.655378486,0.170923379,0.829076621,0.754710633,0.245289367,0.187850944,0.812149056,0.77696567,0.22303433,0.491525424,0.508474576,0.34612868,0.65387132,0.706277056,0.293722944,0.594057143,0.405942857,0.597142199,0.402857801,0.44869403,0.55130597
30103,2088.866667,Trop/Subtrop Forests,0.485516116,0.514483884,0.102597403,0.897402597,0.268125855,0.731874145,0.710382514,0.289617486,0.329247675,0.670752325,0.147251846,0.852748154,0.695945946,0.304054054,0.250359712,0.749640288,0.768368618,0.231631382,0.387083157,0.612916843,0.353927987,0.646072013,0.650142219,0.349857781,0.553996599,0.446003401,0.67710944,0.32289056,0.44099118,0.55900882
