Trait,Variable,Std_Beta,Std_Error,P_Value,Significance
PH_D,AMTd,0.153187420268973,0.0325139275971455,2.45972473217308e-06,***
PH_D,APd,-0.0157826514602971,0.0272658080786159,0.562694388344174,ns
PH_D,Elev,-0.0683109074270835,0.0396441922681418,0.0848704440663212,ns
PH_D,Slope,0.0454845915156745,0.0352466924771055,0.196889566459063,ns
PH_D,Sand,-0.209938095828311,0.0244057073329603,7.83331613168143e-18,***
PH_D,SOC,0.0649667182784529,0.0230745107378024,0.00486985508706393,**
PH_D,PH,0.0980991383280933,0.0279868068402176,0.000456277679693406,***
PH_D,SpeciesNumber,-7.98637468449678e-06,1.89614771990227e-05,0.673616727056515,ns
PH_D,Area,-0.0246248616373561,0.0252244001714332,0.328949606894441,ns
RS_T,(Intercept),-0.0417072354692527,0.0316731778195989,0.187905726673841,ns
RS_T,AMT,0.174356314182414,0.0561348469209865,0.00189619812173936,**
RS_T,MDTR,0.291569608618546,0.0340820323588082,1.17934054182938e-17,***
RS_T,AP,-0.417257781349448,0.038368876247688,1.51818316814851e-27,***
RS_T,PS,-0.0747878266852412,0.0256882475042043,0.00359855078877856,**
RS_T,SRAD,-0.274674711349515,0.0465128560833799,3.51898079327962e-09,***
RS_T,Wind,0.175384584500239,0.0262302979940366,2.28827390695168e-11,***
RS_T,AMTd,-0.163226467101236,0.028685929293333,1.26947867471859e-08,***
RS_T,APd,-0.00790197051949147,0.0240556924515459,0.742543840506881,ns
RS_T,Elev,-0.0195903059664989,0.0349767186045852,0.575414235903046,ns
RS_T,Slope,0.1924693134062,0.031096954534366,6.04204772165352e-10,***
RS_T,Sand,-0.11395843355701,0.0215323231195404,1.20697975264099e-07,***
RS_T,SOC,0.0973629199524172,0.0203578537697477,1.73065582192496e-06,***
RS_T,PH,0.0584518520198207,0.0246918050661814,0.0179204767370735,*
RS_T,SpeciesNumber,-4.04420815760917e-05,1.67290645709646e-05,0.0156286429521232,*
RS_T,Area,0.00794838322949755,0.0222546278859277,0.720974708758504,ns
PT_U,(Intercept),1.16856328347099,0.0132923403230631,0,***
PT_U,AMT,-0.347994614981606,0.0235582136250022,2.23050947221983e-49,***
PT_U,MDTR,0.0257905389750118,0.0143032687024726,0.0713690512253017,ns
PT_U,AP,-0.0548482378155345,0.0161023362986382,0.000658670114095815,***
PT_U,PS,-0.0100081607252433,0.0107806336981338,0.353227997078964,ns
PT_U,SRAD,0.100244439030866,0.0195201351749226,2.81488046092134e-07,***
PT_U,Wind,0.0329806000182955,0.0110081170161694,0.00273523499947447,**
PT_U,AMTd,-0.0057010784377378,0.0120386762838289,0.635811163785107,ns
PT_U,APd,0.0107901095260502,0.0100954963405983,0.28515787802171,ns
PT_U,Elev,-0.126207654926225,0.0146787433115872,8.11259681576466e-18,***
PT_U,Slope,-0.00754644197617544,0.0130505156456334,0.563096313170948,ns
PT_U,Sand,0.041408739263827,0.00903650932916427,4.59708743188828e-06,***
PT_U,SOC,-0.00592020533189419,0.00854361763432491,0.48834787226694,ns
PT_U,PH,-0.00886266876388326,0.0103624548821658,0.392403188424085,ns
PT_U,SpeciesNumber,-1.40450364070759e-05,7.02071705056886e-06,0.0454448871562599,*
PT_U,Area,0.00594992394157911,0.00933964028831451,0.524084876420129,ns
LS_C,(Intercept),-1.5696646545989,0.0190561761607856,0,***
LS_C,AMT,0.165911976827704,0.0337735461145657,8.99301054664917e-07,***
LS_C,MDTR,0.00641419320830129,0.0205054641579146,0.754429502200424,ns
LS_C,AP,-0.0712498970652937,0.0230846449646391,0.0020255331530556,**
LS_C,PS,0.10718873142665,0.0154553411877437,4.05118194928044e-12,***
LS_C,SRAD,-0.198189851912171,0.0279844726763632,1.41948856971835e-12,***
LS_C,Wind,-0.124065518662138,0.0157814660142805,3.79651935187918e-15,***
LS_C,AMTd,-0.00603571339586905,0.0172588972620025,0.726551806443646,ns
LS_C,APd,-0.0127479675029987,0.0144731139905602,0.378424258202818,ns
LS_C,Elev,0.0654398031695003,0.021043752384163,0.00187276051857996,**
LS_C,Slope,-0.0573997970407675,0.0187094912624819,0.00215532163828242,**
LS_C,Sand,-0.0747296874794793,0.0129549281367977,8.00100870996017e-09,***
LS_C,SOC,0.0326500458917765,0.0122483083289411,0.00768332481962666,**
LS_C,PH,0.0462825047685554,0.0148558313203979,0.00183668461849588,**
LS_C,SpeciesNumber,-6.05232226261971e-05,1.00650463078004e-05,1.81886781966045e-09,***
LS_C,Area,0.0246948816039719,0.0133895029984819,0.0651326739260252,ns
LM_L,(Intercept),-0.330893162879688,0.0191959708393385,1.38588678456802e-66,***
LM_L,AMT,-0.0471628984855599,0.0340213063148721,0.165662839305948,ns
LM_L,MDTR,0.153510406246225,0.0206558907044759,1.07131359370485e-13,***
LM_L,AP,-0.0952654302884584,0.0232539921880856,4.19019144647507e-05,***
LM_L,PS,0.0421658598361281,0.0155687204111006,0.00676145361548547,**
LM_L,SRAD,-0.194133660040902,0.0281897646682745,5.71127398843936e-12,***
LM_L,Wind,0.07063635199642,0.0158972376648961,8.85854661903706e-06,***
LM_L,AMTd,0.0965475116341238,0.0173855072374015,2.80273369835115e-08,***
LM_L,APd,-0.0397159422724416,0.014579287668894,0.00644702220363204,**
LM_L,Elev,-0.0605376550477554,0.0211981277727648,0.00429282793122734,**
LM_L,Slope,0.126389958698946,0.0188467426866319,1.99762768487555e-11,***
LM_L,Sand,-0.139461084687887,0.0130499645176159,1.17473962272143e-26,***
LM_L,SOC,0.00348357341578943,0.0123381609998658,0.777681758254248,ns
LM_L,PH,0.0599587837309949,0.0149648125843485,6.15857163739904e-05,***
LM_L,SpeciesNumber,-1.02963719945535e-05,1.01388827323457e-05,0.309851730434885,ns
LM_L,Area,-0.0400165569595495,0.0134877273878798,0.00300831942009554,**
LV_P,(Intercept),-0.853114543214454,0.0194499519476223,0,***
LV_P,AMT,-0.41065002429498,0.0344714408329661,1.01558183134036e-32,***
LV_P,MDTR,0.140351504555171,0.0209291879530297,2.00007493163727e-11,***
LV_P,AP,0.0747147482816398,0.023561664811543,0.00151899403597354,**
LV_P,PS,-0.0590055228423833,0.0157747095167138,0.000183644267640515,***
LV_P,SRAD,0.170068002307795,0.0285627422963731,2.61362592229272e-09,***
LV_P,Wind,0.189774099160796,0.0161075733689131,4.85226075358734e-32,***
LV_P,AMTd,0.00980808568177357,0.0176155341755119,0.577673538933245,ns
LV_P,APd,-0.0250455576594873,0.0147721856301966,0.089989375093965,ns
LV_P,Elev,-0.134508577392761,0.0214785993378828,3.78984130899048e-10,***
LV_P,Slope,0.0249986612546086,0.019096103171452,0.19050132009542,ns
LV_P,Sand,0.0473478980242244,0.0132226280665965,0.0003425129079106,***
LV_P,SOC,0.0247508277015565,0.0125014067054962,0.0477211266679538,*
LV_P,PH,-0.0461410866870102,0.0151628114101043,0.00234198887491437,**
LV_P,SpeciesNumber,5.45187748701559e-05,1.02730298767997e-05,1.11455760641516e-07,***
LV_P,Area,-0.00340632239396878,0.0136661829595659,0.803165917094476,ns
SS_B,(Intercept),1.23225065568749,0.0145308075348517,0,***
SS_B,AMT,-0.0145521336992264,0.025753167593511,0.57203166499139,ns
SS_B,MDTR,0.109300377455406,0.0156359256220881,2.74228225956798e-12,***
SS_B,AP,-0.114946664314419,0.0176026150346901,6.57300845946166e-11,***
SS_B,PS,-0.0339432656001898,0.0117850814502183,0.00397436451880018,**
SS_B,SRAD,-0.00161488497458681,0.0213388553397891,0.939675164404814,ns
SS_B,Wind,0.0584541289985067,0.0120337597289431,1.18870099572361e-06,***
SS_B,AMTd,-0.132662805208883,0.0131603377436239,6.73812813796629e-24,***
SS_B,APd,0.00369567953276019,0.0110361088212215,0.73772193855961,ns
SS_B,Elev,-0.0160399936565708,0.016046383761638,0.317503264841542,ns
SS_B,Slope,0.033030903282439,0.0142664516908465,0.0205973336707168,*
SS_B,Sand,0.020366702672817,0.0098784544073966,0.039233478931871,*
SS_B,SOC,0.0596305661475906,0.00933963925677854,1.7176127340758e-10,***
SS_B,PH,-0.0321465785449105,0.0113279402890459,0.00454237569528343,**
SS_B,SpeciesNumber,1.09895452842751e-05,7.67484774983246e-06,0.152175023374894,ns
SS_B,Area,0.0153190855091543,0.0102098285310056,0.133504258025376,ns
IF_I,(Intercept),0.702385475218907,0.0119421737987773,0,***
IF_I,AMT,-0.17121410550641,0.0211652932937902,5.99690817233913e-16,***
IF_I,MDTR,0.113653804727253,0.012850417351952,9.20487713247614e-19,***
IF_I,AP,0.0253724526296703,0.0144667450555003,0.0794567838517282,ns
IF_I,PS,-0.0469047605346388,0.00968559321797466,1.28064084524707e-06,***
IF_I,SRAD,0.0260442258153432,0.017537381767911,0.137525489407374,ns
IF_I,Wind,0.0514507477550916,0.00988996996836452,1.96820324132604e-07,***
IF_I,AMTd,0.00922133294054786,0.010815850406663,0.393894555268514,ns
IF_I,APd,-0.00220079669643813,0.00907004853578447,0.808280864565835,ns
IF_I,Elev,-0.0222872545870239,0.0131877532108072,0.0910286558984368,ns
IF_I,Slope,0.0163190277299416,0.0117249124093976,0.163975358401775,ns
IF_I,Sand,0.0113878611478696,0.00811862789548902,0.160711395674965,ns
IF_I,SOC,0.00914026839269622,0.00767580156538576,0.233736002515465,ns
IF_I,PH,-0.0253792902421553,0.00930989082261906,0.00640959869430271,**
IF_I,SpeciesNumber,9.98666638906848e-06,6.30758927112785e-06,0.113358148844919,ns
IF_I,Area,0.00311642162351444,0.00839096839460197,0.710338208943047,ns
OP_H,(Intercept),1.07237629593806,0.0155027451494186,0,***
OP_H,AMT,-0.0700955783063369,0.0274757471692399,0.0107358844148585,*
OP_H,MDTR,-0.057236901141836,0.0166817824482989,0.000601133988474569,***
OP_H,AP,-0.109819307979522,0.0187800199122872,4.98514415530256e-09,***
OP_H,PS,0.117497630384134,0.0125733627570025,9.19201809600914e-21,***
OP_H,SRAD,-0.0142835146625166,0.0227661701057993,0.530396505332305,ns
OP_H,Wind,-0.06170221408013,0.0128386746448671,1.54007256220467e-06,***
OP_H,AMTd,0.0211077934258745,0.0140406072842365,0.132751631257957,ns
OP_H,APd,0.014565974999415,0.0117742927973063,0.216050042389333,ns
OP_H,Elev,-0.069519499825235,0.0171196953390095,4.89067980581662e-05,***
OP_H,Slope,-0.0625172600021926,0.0152207070542514,4.00168893105003e-05,***
OP_H,Sand,-0.0176284569542334,0.0105392051185533,0.0943951801474935,ns
OP_H,SOC,-1.26621870254958e-05,0.00996434966453653,0.998986089292857,ns
OP_H,PH,-0.0270887892919303,0.0120856443076345,0.0250000365418595,*
OP_H,SpeciesNumber,-7.33132178139344e-05,8.1882034732666e-06,3.44333255608021e-19,***
OP_H,Area,0.030624496187409,0.010892744216439,0.00493174822931526,**
FS_Z,(Intercept),-0.790246184445843,0.012557520904763,0,***
FS_Z,AMT,-0.010082924837226,0.0222558821761099,0.650516056970594,ns
FS_Z,MDTR,0.0374746396860973,0.0135125637301135,0.00554878249836163,**
FS_Z,AP,-0.0275740514736908,0.0152121763189316,0.0698888637731534,ns
FS_Z,PS,0.0178264879091988,0.0101846649830371,0.0800620094296352,ns
FS_Z,SRAD,0.0475662808564343,0.0184410344277441,0.00989802416859133,**
FS_Z,Wind,-0.00922222164705296,0.0103995727007367,0.375192771357868,ns
FS_Z,AMTd,-0.0219802176465965,0.0113731611910026,0.0532806544494621,ns
FS_Z,APd,0.00363760669914142,0.00953740298998095,0.70290325617625,ns
FS_Z,Elev,-0.0114459142688756,0.0138672815705064,0.409150262243546,ns
FS_Z,Slope,0.0149269026265491,0.0123290646383494,0.226007166214369,ns
FS_Z,Sand,0.0150847331445483,0.00853695828191979,0.0772296435003832,ns
FS_Z,SOC,0.030195543902602,0.00807131433876928,0.000183221129693298,***
FS_Z,PH,-0.00462347839470623,0.00978960368488961,0.636723709565675,ns
FS_Z,SpeciesNumber,1.69023765731163e-05,6.63260185837835e-06,0.0108225137572316,*
FS_Z,Area,0.0104133907607874,0.00882333173188371,0.237916413540816,ns
PF_C,(Intercept),0.420865374936139,0.0115504835177247,1.10382309343918e-290,***
PF_C,AMT,-0.264437262515364,0.0204710947484921,3.58173307032121e-38,***
PF_C,MDTR,-0.0570356849718558,0.0124289376725368,4.45496311331784e-06,***
PF_C,AP,0.0254313223559617,0.0139922515895548,0.0691361594589349,ns
PF_C,PS,0.0303999228271402,0.0093679163198124,0.00117405090366937,**
PF_C,SRAD,0.0500077641279112,0.0169621747654551,0.0031963748891421,**
PF_C,Wind,-0.0527734516596776,0.00956558973560425,3.44816347367634e-08,***
PF_C,AMTd,0.0271261213020319,0.0104611023049361,0.0095129997829636,**
PF_C,APd,-0.0017239401037748,0.00877256083212148,0.844207065438751,ns
PF_C,Elev,-0.113350314845192,0.0127552092829903,6.30130311958991e-19,***
PF_C,Slope,-0.03629897464761,0.0113403480650548,0.00137013553887691,**
PF_C,Sand,0.0206226283770741,0.00785234575157385,0.00863182913208738,**
PF_C,SOC,0.00500661046995846,0.00742404364232169,0.500071131466749,ns
PF_C,PH,-0.0476220896392194,0.00900453655342777,1.23203912210687e-07,***
PF_C,SpeciesNumber,-1.34289560460653e-05,6.10070721966871e-06,0.0277209483581526,*
PF_C,Area,0.025537270045575,0.00811575377922583,0.00165164117937731,**
FT_D,(Intercept),1.68879796125041,0.0240938879845883,0,***
FT_D,AMT,-0.571365116987128,0.0427019581505124,7.88259198134736e-41,***
FT_D,MDTR,0.307520276136952,0.0259263113609049,1.8798779676329e-32,***
FT_D,AP,-0.241785852332087,0.029187327260679,1.19173053854974e-16,***
FT_D,PS,-0.00827489181093247,0.0195411322921847,0.671959529994546,ns
FT_D,SRAD,0.0647643483395992,0.0353824788500623,0.067189053724871,ns
FT_D,Wind,0.203950152517634,0.0199534718388635,1.59213627460808e-24,***
FT_D,AMTd,-0.116735362682897,0.0218214784466528,8.81671117344368e-08,***
FT_D,APd,0.00251376127815857,0.0182992424258926,0.890738586956439,ns
FT_D,Elev,-0.217361701054277,0.0266069020584939,3.09996929116087e-16,***
FT_D,Slope,0.110782752454373,0.0236555530828112,2.82485111521815e-06,***
FT_D,Sand,-0.00310430165223351,0.0163797072792973,0.849684347056334,ns
FT_D,SOC,0.0583386637836188,0.0154862846768539,0.000165142869738273,***
FT_D,PH,-0.0382216979361536,0.0187831353326892,0.0418614940621374,*
FT_D,SpeciesNumber,-2.75050667415753e-05,1.27258530910767e-05,0.0306680454440861,*
FT_D,Area,0.0141284511251662,0.0169291668324622,0.403963972749211,ns
FD_D,(Intercept),-0.165580175395606,0.0110212163985789,5.13079891006079e-51,***
FD_D,AMT,-0.0861262108864997,0.0195330667147166,1.03728331555989e-05,***
FD_D,MDTR,0.0242217059953392,0.0118594179614452,0.041111612761209,*
FD_D,AP,-0.0956105768386524,0.0133510975913002,7.99434252152259e-13,***
FD_D,PS,0.0240616048023348,0.00893865895795609,0.00710550922140889,**
FD_D,SRAD,0.0736277265340602,0.0161849327254334,5.38624100377632e-06,***
FD_D,Wind,-0.00358828229709735,0.00912727456771349,0.694217249334701,ns
FD_D,AMTd,-0.0632576635841651,0.00998175289315399,2.33780695014859e-10,***
FD_D,APd,0.00992967166493831,0.00837058389392485,0.235520448449258,ns
FD_D,Elev,-0.102461631787231,0.0121707391297758,3.80730154021653e-17,***
FD_D,Slope,0.0769944871649709,0.0108207097883291,1.11528272004075e-12,***
FD_D,Sand,0.00910860981984547,0.00749253497758398,0.22410252772725,ns
FD_D,SOC,0.0154951319308437,0.00708385855959746,0.0287143687369546,*
FD_D,PH,-0.0140842609659534,0.00859193000638932,0.101162665494124,ns
FD_D,SpeciesNumber,8.12442933429339e-06,5.82116015742233e-06,0.16281333660831,ns
FD_D,Area,-0.0118351406332285,0.00774387310290319,0.126432321709669,ns
